name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Seattle Backyard Cottage-Queen Anne,5856339,Queen Anne,West Queen Anne,47.63531,-122.36653000000001,Entire home/apt,135,6,46,0.54,1,311
"100s Walkscore Garage, Deck, Zoo, Green Lake, Fire Place ",165390,Other neighborhoods,Wallingford,47.66215,-122.33878999999999,Entire home/apt,212,4,68,0.82,5,269
Classic Tug Boat,6153856,Cascade,Westlake,47.63548,-122.34075,Entire home/apt,129,1,444,5.25,1,343
Beautiful Spacious Luxury Yacht,6155113,Cascade,South Lake Union,47.62704,-122.33738000000001,Entire home/apt,274,30,79,0.95,1,363
MODERN LUXURY on Capitol Hill,1121532,Capitol Hill,Broadway,47.6233,-122.32596000000001,Entire home/apt,119,1,128,1.51,6,346
Elegant & Quiet walk to UW (49),3074414,University District,University District,47.65775,-122.31663,Entire home/apt,105,30,33,0.39,49,333
Small artsy house in vibrant Columbia City,928640,Rainier Valley,Columbia City,47.55449,-122.27707,Entire home/apt,100,2,0,,1,89
Secluded Setting in North Seattle A,225830,Lake City,Victory Heights,47.70122,-122.30815,Private room,50,1,54,0.8,2,308
GardenLife Sanctuary,6278931,Delridge,North Delridge,47.55404,-122.3617,Entire home/apt,425,4,15,0.18,1,156
Artsy home in terrific Fremont neighborhood,3921530,Other neighborhoods,Fremont,47.65487,-122.35326,Private room,60,3,278,3.32,3,89
Classic Craftsman - 95 Walk Score!,6305984,Other neighborhoods,Roosevelt,47.673159999999996,-122.31415,Entire home/apt,300,30,17,0.21,1,365
Modern 2BR/2BA By ConventionCenter,3294357,Downtown,First Hill,47.6117,-122.32928999999999,Entire home/apt,285,3,56,0.67,4,307
St. John's Apt. 203 *Walkscore 99*,1787819,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,204,3,111,1.33,5,151
St. John's Apt. 304 *Walkscore 99*,1787819,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,174,30,61,0.83,5,178
Private Entrance and Central,4485958,Central Area,Madrona,47.608129999999996,-122.29377,Entire home/apt,65,3,453,5.41,2,334
Ballard oasis home,6432543,Ballard,Loyal Heights,47.678129999999996,-122.3872,Entire home/apt,130,6,13,0.16,1,271
South Wallingford Casita,6458694,Other neighborhoods,Wallingford,47.64979,-122.33406000000001,Entire home/apt,100,3,97,1.18,1,362
A Quiet Room in a House by the Lake,6506114,Lake City,Matthews Beach,47.69424,-122.27725,Private room,60,30,30,0.37,2,364
A Quiet Room in a House by the Lake,6506114,Lake City,Matthews Beach,47.69497,-122.27748000000001,Private room,60,30,27,0.33,2,364
A Friendly Place in Ballard,6428916,Ballard,West Woodland,47.67269,-122.37356000000001,Private room,60,30,31,0.49,1,0
Near Waterfont & Pikes Place!,4962900,Downtown,Central Business District,47.6053,-122.33963999999999,Entire home/apt,999,2,29,0.38,32,317
West Seattle - Northwest Modern Hm1,6584748,West Seattle,Gatewood,47.52896,-122.38593999999999,Private room,79,1,284,3.38,2,320
3 Bedroom Home close to lake,5008607,Rainier Valley,Mount Baker,47.568220000000004,-122.28166999999999,Entire home/apt,149,30,10,0.12,1,112
Sweet 1920's cottage in N. Seattle,6654033,Northgate,Haller Lake,47.73265,-122.3413,Entire home/apt,119,2,61,0.73,1,344
Best Urban Location & Patio,6657721,Capitol Hill,Broadway,47.61598,-122.32693,Entire home/apt,400,3,6,0.07,1,173
Cozy Craftsman Top Floor Apartment,6530057,West Seattle,North Admiral,47.578559999999996,-122.39485,Entire home/apt,87,2,137,2.16,1,299
Light & Modern Downtown Conv Ctr,1025723,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,129,3,364,4.37,2,167
Private Bedroom/Bath in Modern Home Near Downtown,2931003,Other neighborhoods,Wallingford,47.66267,-122.34504,Private room,89,2,237,2.9,1,50
Convenient~Clean~Friendly Home~Ballard~L3,3979528,Other neighborhoods,Phinney Ridge,47.678999999999995,-122.36368,Private room,34,60,14,0.2,1,69
Daisy Mae's - Phinney Ridge,6846442,Other neighborhoods,Phinney Ridge,47.67937,-122.35696999999999,Entire home/apt,100,2,203,2.43,1,263
Zen Garden Oasis,3009864,Magnolia,Lawton Park,47.66056,-122.40186000000001,Entire home/apt,155,30,100,1.21,1,0
Quiet 2 baths UW & Trail W/D TV 401,3074414,University District,University District,47.66405,-122.30396999999999,Entire home/apt,150,1,25,0.34,49,270
Mod Green Built Home Central Seattle,6931145,Central Area,Minor,47.60188,-122.30785,Entire home/apt,275,3,30,0.36,1,312
Private Studio Cottage in Fremont,6963318,Other neighborhoods,Fremont,47.65555,-122.35545,Entire home/apt,99,30,477,5.78,1,0
Three bedroom 2 story apartment in Ballard,1037115,Ballard,Whittier Heights,47.690490000000004,-122.36901999999999,Entire home/apt,285,3,67,0.82,3,159
2 Huge Private Rooms + Common Area,468703,Ballard,Loyal Heights,47.682109999999994,-122.37863999999999,Entire home/apt,110,1,253,3.52,2,172
"Quiet Greenlake house with yard, porch, trees",946910,Other neighborhoods,Wallingford,47.66632,-122.33726999999999,Private room,50,30,9,0.11,1,0
Large Capitol Hill Single Family,6569937,Capitol Hill,Stevens,47.62636,-122.30993000000001,Entire home/apt,500,30,27,0.33,1,353
HOME 1.5 MI FROM PIKE PLACE MARKET,7119234,Other neighborhoods,Fremont,47.66279,-122.34879,Entire home/apt,90,5,24,0.32,1,157
Capitol Hill Oasis- Lake Union view,1445691,Capitol Hill,Broadway,47.634170000000005,-122.32223,Private room,120,1,393,4.77,1,131
Sweet Central Dist. Guest House: Short/Long Rental,6592975,Central Area,Atlantic,47.595240000000004,-122.30972,Entire home/apt,101,2,244,2.96,1,232
Capitol Hill Excursion,7354306,Capitol Hill,Broadway,47.62328,-122.32378,Private room,50,30,161,1.96,5,38
"Capitol Hill MODERN Apt,Great Location!",1121532,Capitol Hill,Broadway,47.62214,-122.3257,Entire home/apt,119,1,156,1.94,6,315
University District Seattle modern 2bdrm townhouse,7435040,University District,University District,47.657959999999996,-122.31917,Entire home/apt,188,1,110,3.18,12,343
Private garden room in hip Ballard,6136210,Ballard,West Woodland,47.67431,-122.36797,Private room,70,30,27,0.38,1,365
"Seattle House 
Available some dates 
checkcalendar",539515,Seward Park,Seward Park,47.55512,-122.26486000000001,Entire home/apt,155,30,1,0.02,2,363
Center UW 2 beds large Quiet  (210),3074414,University District,University District,47.66147,-122.31356000000001,Entire home/apt,79,30,25,0.3,49,365
True Homeshare Experience! Private Wallingford 1BD,7675473,Other neighborhoods,Wallingford,47.65317,-122.3373,Entire home/apt,92,1,255,3.16,3,354
Beautiful Madrona Large Private  ,7730805,Central Area,Madrona,47.60824,-122.29008999999999,Private room,76,31,92,1.13,2,258
Executive Retreat,7782878,Other neighborhoods,Bryant,47.669140000000006,-122.27986999999999,Entire home/apt,350,30,39,0.48,1,365
Seattle/Columbia City Mother-in-Law,7804761,Rainier Valley,Columbia City,47.56791,-122.29073999999999,Entire home/apt,115,3,198,2.43,1,342
Downtown-5 mins walk to Pike Place!,453540,Downtown,Belltown,47.61242,-122.34378000000001,Entire home/apt,80,30,540,6.63,6,131
"Peaceful, Spacious Home",7940700,Other neighborhoods,Green Lake,47.68977,-122.33465,Private room,75,2,184,2.28,2,0
Steps to UW Center of attraction 31,3074414,University District,University District,47.65915,-122.31586999999999,Entire home/apt,85,30,30,0.37,49,296
Entire Ballard Home - Beautiful Sunset Hill,1212520,Ballard,Sunset Hill,47.67595,-122.40073000000001,Entire home/apt,495,2,63,0.77,4,321
Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,Cascade,Eastlake,47.639959999999995,-122.32413999999999,Entire home/apt,138,30,233,2.88,7,258
Queen Anne Guesthouse with a Balcony and Garden Hot Tub,316200,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,125,30,151,1.87,7,273
Architect award-winning modern home,273088,Central Area,Minor,47.602940000000004,-122.30841000000001,Entire home/apt,220,3,41,0.62,1,0
Io House (bunk 1L) - SLU walkable ,1243056,Capitol Hill,Broadway,47.624629999999996,-122.32021,Shared room,45,30,14,0.17,57,365
Io House (bunk 1U) - SLU walkable ,1243056,Capitol Hill,Broadway,47.624629999999996,-122.32021,Shared room,45,30,20,0.25,57,365
Io House (bunk 2L) - SLU walkable ,1243056,Capitol Hill,Broadway,47.624629999999996,-122.32021,Shared room,45,30,7,0.1,57,297
Io House (bunk 2U) - SLU walkable ,1243056,Capitol Hill,Broadway,47.624629999999996,-122.32021,Shared room,45,30,17,0.21,57,365
Io House (2Fl 4p- 1L)-  SLU walkable,1243056,Capitol Hill,Broadway,47.624629999999996,-122.32021,Shared room,45,30,9,0.12,57,365
Io House (2Fl 4p- 2L) - SLU walkable,1243056,Capitol Hill,Broadway,47.62424,-122.32098,Shared room,39,30,19,0.25,57,365
"Quiet Private Room U Village, UW 6",3074414,Other neighborhoods,Ravenna,47.666059999999995,-122.29648999999999,Private room,44,30,35,0.43,49,365
Historic 1 BR Gem on Capitol Hill,7606108,Capitol Hill,Broadway,47.62446,-122.32468999999999,Entire home/apt,100,30,61,0.75,1,271
Private room/bath - Madrona/Seattle,5312600,Central Area,Madrona,47.61359,-122.29506,Private room,75,27,55,0.69,3,179
Quiet wood flr Room U Village/UW 3,3074414,Other neighborhoods,Ravenna,47.66661,-122.29726000000001,Private room,56,30,34,0.42,49,365
Entire Townhouse in Fremont near Gas Works Park,1921132,Other neighborhoods,Wallingford,47.64976,-122.33398000000001,Entire home/apt,75,1,41,0.94,1,22
1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Beacon Hill,North Beacon Hill,47.571690000000004,-122.30951,Entire home/apt,75,30,129,1.62,5,341
Sunny Room w/a Deck,7940700,Northgate,North College Park,47.69319,-122.33848,Private room,65,3,203,2.51,2,0
Renovated 1904 Capitol Hill classic,8315334,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,260,3,64,0.98,3,361
"Ballard, Seattle Cozy Studio Apt.",8403307,Ballard,Adams,47.67582,-122.38971000000001,Entire home/apt,99,2,186,2.3,2,358
Walk to Campus From a New University District Apartment,3593244,University District,University District,47.66868,-122.31584,Entire home/apt,140,2,49,2.7,1,142
Private backyard studio in Ballard,5692720,Ballard,Whittier Heights,47.68363,-122.37323,Private room,86,2,95,2.72,1,232
Ballard Cottage,681242,Ballard,Loyal Heights,47.67876,-122.38309,Entire home/apt,69,1,284,5.1,1,348
Relaxing Short walk to UW (5),3074414,University District,University District,47.65852,-122.3177,Entire home/apt,75,30,25,0.31,49,323
Snug Ballard Home,8493455,Ballard,Loyal Heights,47.684290000000004,-122.38301000000001,Entire home/apt,255,2,7,0.81,1,278
"Sequim, Olympic Mountains Wa",8501598,Other neighborhoods,Crown Hill,47.69164,-122.38123,Private room,150,30,46,0.65,2,365
Seattle Rock n' Roll Room w/Queen Bed,197690,Other neighborhoods,Broadview,47.71468,-122.35635,Private room,48,59,80,1.0,3,16
Seattle Rock n' Roll Room w/King Bed,197690,Other neighborhoods,Bitter Lake,47.71542,-122.35394,Private room,46,59,81,1.0,3,16
Quaint Upstairs Room with Closet,39377,Other neighborhoods,Green Lake,47.687129999999996,-122.33451000000001,Private room,45,30,83,1.07,3,112
"Short walk to UW, Remodeled Serene (47)",3074414,University District,University District,47.6585,-122.31727,Entire home/apt,89,30,42,0.52,49,365
"Beautiful Private Room & Bath, central location",8594245,Central Area,Minor,47.61025,-122.30505,Private room,75,2,178,2.49,1,74
"2 Bed, Full Bath with private patio",8654046,Other neighborhoods,Phinney Ridge,47.68032,-122.35042,Entire home/apt,150,3,19,0.32,2,50
Forest Street Guest House,8660724,Beacon Hill,North Beacon Hill,47.57638,-122.30253,Private room,40,30,2,0.08,1,331
"Center UW New, Fancy & Cute, 04",3074414,University District,University District,47.66243,-122.31393,Entire home/apt,70,30,21,0.3,49,365
Seattle Downtown Attractions & Convention Center,8905591,Downtown,First Hill,47.61215,-122.32971,Entire home/apt,125,4,178,2.24,1,203
Modern spacious 1bd downtown,5040664,Capitol Hill,Broadway,47.61554,-122.32738,Entire home/apt,500,30,31,0.39,1,179
WATERFRONT HOME SEATTLE,8956137,Magnolia,Briarcliff,47.6315,-122.39544,Entire home/apt,375,3,39,0.52,3,102
WATERFRONT BEACH BUNGALOW,8956137,Magnolia,Southeast Magnolia,47.63301,-122.39502,Entire home/apt,165,30,54,0.73,3,54
April  & May DISCOUNT $149/night - Luxury Home,8956137,Queen Anne,West Queen Anne,47.63149,-122.37212,Entire home/apt,455,30,1,0.06,3,297
Charming one bed apt - Capitol Hill,3650951,Capitol Hill,Broadway,47.6203,-122.32529,Entire home/apt,81,3,101,1.7,1,133
Green Lake at Your Doorstep - Private Apartment,9080359,Other neighborhoods,Green Lake,47.68196,-122.34338999999999,Entire home/apt,125,30,25,1.04,1,0
Green on Green - Top Level of House,1214247,Delridge,North Delridge,47.56212,-122.36121999999999,Entire home/apt,85,2,159,2.07,2,335
Your Warm  Retreat,9148911,Other neighborhoods,Bryant,47.669740000000004,-122.28052,Private room,70,1,39,0.63,1,365
"2 bed, 2 bath with private deck",8654046,Other neighborhoods,Fremont,47.660579999999996,-122.36152,Entire home/apt,195,3,26,0.33,2,19
"Large Apartment near Fremont, Wallingford and UW",3540728,Other neighborhoods,Wallingford,47.653220000000005,-122.32756,Entire home/apt,90,30,2,0.05,1,0
Ethiopian cottage #3,3401993,Rainier Valley,Mount Baker,47.56856,-122.28643000000001,Private room,50,30,356,4.98,3,0
Ethiopian cottage #1/Private Bath,3401993,Rainier Valley,Mount Baker,47.56929,-122.28554,Private room,62,30,513,6.46,3,320
Bright + Spacious Capitol Hill Home,9263662,Capitol Hill,Broadway,47.6193,-122.31585,Entire home/apt,187,30,38,0.48,1,20
"Spring Street Cntr Room 3, 1st Hill, 95 Walkscore",8932486,Central Area,Minor,47.61172,-122.31308,Private room,77,1,316,4.22,4,327
Center UW Chic Clean & Comfy 309,3074414,University District,University District,47.662409999999994,-122.31298999999999,Entire home/apt,100,1,48,0.61,49,342
"Cherry Hill Cozy, Budget Loft-Bed",9555890,Central Area,Minor,47.60621,-122.30683,Private room,58,2,220,2.86,5,113
View Emerald City Jewel Apt UW 1BD Great Location,8026420,University District,University District,47.658770000000004,-122.31369,Entire home/apt,89,30,304,3.83,2,331
Master Suite A in Capitol Hill Home,8315334,Capitol Hill,Broadway,47.62543,-122.32496,Private room,79,1,322,4.75,3,360
Sunny guest room in Fremont w/ private bathroom,1730412,Other neighborhoods,Fremont,47.65947,-122.35213,Private room,57,1,134,1.86,2,0
Fremont View Apartment,2237228,Ballard,West Woodland,47.6676,-122.3647,Entire home/apt,105,2,132,1.77,1,32
Center UW Top Quiet Comfortable 310,3074414,University District,University District,47.66152,-122.31473000000001,Entire home/apt,85,30,14,0.18,49,365
Fremont-Queen Anne Home Near SPU! Ask 4 HCP Rates,74305,Queen Anne,North Queen Anne,47.64721,-122.35569,Entire home/apt,225,2,51,0.7,51,108
Green Lake Getaway - 2 blocks from the lake,9423731,Other neighborhoods,Green Lake,47.67572,-122.32468999999999,Entire home/apt,299,2,85,1.21,1,333
Urban Oasis Within Wallingford home,9450725,Other neighborhoods,Wallingford,47.65612,-122.33903000000001,Entire home/apt,100,2,216,2.73,1,246
JazzBb,3464851,Northgate,Maple Leaf,47.7011,-122.31481000000001,Entire home/apt,100,30,26,0.72,1,363
Cozy Guest Suite with Covered Backyard Patio,9533123,Queen Anne,East Queen Anne,47.63033,-122.34763000000001,Entire home/apt,130,2,395,5.15,1,328
"Seattle ""Sweet Suite"" Cherry Hill",9555890,Central Area,Minor,47.60646,-122.30748,Private room,111,2,249,3.25,5,115
Steps to Lake Washington 3 bed/2 ba,2323745,Seward Park,Seward Park,47.553509999999996,-122.26161,Entire home/apt,375,3,33,0.43,1,361
Plumb Suite,9599228,Rainier Valley,Mount Baker,47.576370000000004,-122.28766999999999,Entire home/apt,100,2,22,0.47,1,353
Perfect Home away from home near Green Lake Park,9671138,Northgate,North College Park,47.6971,-122.34456000000002,Entire home/apt,95,30,44,0.56,1,234
Cozy Town Home with Private Room and Bathroom,9759010,Beacon Hill,North Beacon Hill,47.593109999999996,-122.32015,Private room,90,7,20,0.3,1,289
Glam Room in Diverse Neighborhood,3118422,Rainier Valley,Columbia City,47.55314,-122.28088000000001,Private room,35,30,196,2.52,1,162
Central District Bungalow -,9890727,Central Area,Mann,47.605270000000004,-122.29879,Private room,75,30,7,0.1,1,365
Queen Anne Private Bed and Bath,2497928,Queen Anne,West Queen Anne,47.63661,-122.36851999999999,Private room,90,3,141,1.86,1,365
short/long term minutes away from DT,9232171,Queen Anne,North Queen Anne,47.64141,-122.3655,Entire home/apt,82,2,172,2.29,2,232
Large 1BD w/bath/walkin closet; parking included,9975709,Beacon Hill,North Beacon Hill,47.57779,-122.30258,Private room,46,2,105,1.46,1,344
Master Suite B in Capitol Hill Home,8315334,Capitol Hill,Broadway,47.62543,-122.32496,Private room,82,1,419,5.44,3,360
Lovely Capitol Hill 2-Bedroom,9995714,Capitol Hill,Broadway,47.62137,-122.31901,Entire home/apt,100,30,1,0.02,1,0
Sunny Private Room by Carkeek Park,10014839,Other neighborhoods,Greenwood,47.7033,-122.36073,Private room,30,31,10,0.14,2,202
Wallingford 2BD Cozy Craftsman,7675473,Other neighborhoods,Wallingford,47.65513,-122.33528999999999,Entire home/apt,250,1,12,0.17,3,0
Artists' Retreat,5304351,Other neighborhoods,Georgetown,47.54544,-122.31913,Private room,50,30,34,0.49,1,0
Entire Finished Basement in Ballard,9337200,Ballard,Loyal Heights,47.68275,-122.38946999999999,Private room,65,1,379,4.93,1,61
Sweet Ballard Apartment for Two,7466082,Ballard,Adams,47.668690000000005,-122.39608999999999,Entire home/apt,150,3,177,2.35,1,0
Modern luxury on Capitol Hill,1121532,Capitol Hill,Broadway,47.6218,-122.32525,Entire home/apt,119,1,82,1.09,6,328
"Arty ""Cedar Tree"" Room  Cherry Hill",9555890,Central Area,Minor,47.607620000000004,-122.30832,Private room,87,2,124,1.65,5,115
Private  Retreat in the City,10235544,Central Area,Leschi,47.591809999999995,-122.29372,Entire home/apt,98,10,48,0.66,6,291
Wallingford 3 Bedroom Craftsman,7675473,Other neighborhoods,Wallingford,47.65613,-122.3353,Entire home/apt,250,2,4,0.06,3,0
"Cozy charming 1905 cottage, W room",10392662,Other neighborhoods,Wallingford,47.6593,-122.3331,Private room,49,2,243,3.19,2,90
Victorian Charm on Cherry Hill,9555890,Central Area,Minor,47.60795,-122.30753999999999,Private room,70,2,195,2.54,5,110
Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Other neighborhoods,Green Lake,47.676120000000004,-122.33221,Entire home/apt,180,3,129,1.79,1,255
Historic Cap Hill Architecture,10438622,Capitol Hill,Broadway,47.62231,-122.31584,Private room,90,30,31,0.43,1,0
Bedroom with Private Spa-like Bath,1865986,Other neighborhoods,Greenwood,47.68465,-122.35772,Private room,100,3,66,0.88,2,365
1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Beacon Hill,North Beacon Hill,47.572720000000004,-122.30735,Entire home/apt,89,3,82,1.29,5,285
Nice Mapleleaf Single Private Room,10590193,Northgate,Maple Leaf,47.70438,-122.32086000000001,Private room,55,30,18,0.25,2,122
Be our Guest at Perfect Townhome,10771753,Central Area,Leschi,47.59394,-122.29109,Private room,66,30,47,0.62,1,365
UW Spacious & Elegant 5 guests OK,3074414,Other neighborhoods,Ravenna,47.667790000000004,-122.29923000000001,Entire home/apt,175,30,33,0.45,49,365
