Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
Appalachian Material Service,Y,FL,,2003,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,,http://www.dc.state.fl.us/business/contracts/,,,,
Apparel2000,Y,MA,,1998,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.apparel2000.net/,See website,,,,
Apple Industrial Supply,Y,FL,,1986,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://appleindustrialsupplyco.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
Apple Machine Supply,Y,FL,,1984,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://applemachineandsupply.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
Applied Fundamentals Consulting,Y,VA,,,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,Y,,,,,,N,,,http://www.appliedfundamentals.net,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
Applied Network Security,Y,TX,,2003,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,http://www.appliednetworksecurity.com/,TDCJ Spending,,,,
Applied Tactical Technologies,Y,NY,,1985,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,http://www.att-tactical.com/att_home.html,http://ajaproductserviceresource.com/,,,,
Appriss (formerly Vine),Y,KY,834,1994,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,"Arrest, Court, & Probation Data Systems",Data & Information Systems,Corrections Data Systems,,,,,148.03,2018,N,,,https://appriss.com/,http://www.ijis.org/?page=Member_List,,,PrivCo (www.privco.com),
APPRO Technology,Y,Taiwan,,1993,,Daniel Kim,,,8281-TW,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,,,,,12,Y,2.185138803,2019,N,,,http://www.approtech.com/,http://ajaproductserviceresource.com/,,,FactSet,
Aptan Corporation,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,,,https://www.nationalcia.org/corporate-members,,See corrections source,,https://www.linkedin.com/company/aptan-corp/
APW Wyott,Y,TX,,1983,2007,,,Standex,SXI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,7,,,,N,,Acquired by Standex in 2007 for $84 M,http://www.apwwyott.com/,http://correctionsmarketplace.com/,,,,http://ir.standex.com/press-release/general/standex-acquires-associated-american-industries
AQR Capital Management,Y,CT,880,1998,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,Y,1000,2018,N,,,https://www.aqr.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,PrivCo (www.privco.com),
Aqua America,Y,PA,1530,1886,,Christopher H. Franklin ,,,WTR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,889.692,2019,N,,"Operates using various local subsidiaries, including Aqua Ohio",https://www.aquaamerica.com/,OH DRC Spending,,,FactSet,
Aqua-Aerobic Systems,Y,IL,,1969,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.aqua-aerobic.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004078-T.pdf,,,,
AquaRecycle,Y,GA,,2004,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,,,,,,,,,N,,,http://www.aquarecycle.com/,See website,,,,
Aquawing Ozone Laundry Systems,Y,NH,,1993,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://www.aquawingozone.com/,See website,,,,
AqueoUS Vets,Y,CA,,2014,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,http://www.aqueousvets.com/,California Spending Data - 2018,,,,
Aramark,Y,PA,260500,1959,,John J. Zillmer,,,ARMK,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,Food & Commissary,Commissary,Y,Y,14,Y,16227.341,2019,N,181413.58,,http://www.aramark.com/,https://www.aramark.com/industries/business-government/correctional-facilities,https://worthrises.org/immigration,https://www.motherjones.com/crime-justice/2020/01/alameda-santa-rita-jail-aramark-unpaid-wages-lawsuit/,FactSet,https://www.wsj.com/market-data/quotes/ARMK/financials/annual/income-statement
ARC Abatement,Y,TX,330,1990,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,40,2018,N,,,http://www.arcabatement.com/,TDCJ Spending,,,PrivCo (www.privco.com),
ARC Aspicio,Y,VA,75,2004,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,Y,,,,25,2018,N,,,http://www.arcaspicio.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),
Archer Funeral Home,Y,FL,,1972,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,N,,,http://www.archerfuneralhome.com/who-we-are/history-and-staff,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
Archer Medical Diagnostic Testing,Y,NY,,2004,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Other,,,,,,,,,N,,,http://www.archer-medical.com/,NYS DOCCS Spending,,,,
Architects Hawaii Limited,Y,HI,88,1946,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,21.1,2018,N,,,http://www.ahldesign.com/,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,,,PrivCo (www.privco.com),
Archonix Systems,N,NJ,,2003,2013,,Platinum Equity,Aventiv Techologies/Securus Technologies,,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,Data & Information Systems,"Arrest, Court, & Probation Data Systems",,,13,Y,,,Y,,Acquired by Securus in 2013,,See other source,,,,http://www.prnewswire.com/news-releases/securus-technologies-inc-announces-acquisition-of-archonix-systems-LLC-232351021.html
Arconas Corporation,Y,ON,,1972,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.arconas.com,https://www.arconas.com/spaces/courthouse-furnishings/,,,,
Arctic Food Equipment,Y,MO,,1994,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://arcticfoodInc.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003741-T.pdf,,,,
Ardent Management Consulting ,Y,OK,,2006,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,,,,,N,,,https://www.ardentmc.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
Area Portable Services (dba Area Restroom Solutions),Y,CA,,2006,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,http://areaportableservices.com/,California Spending Data - 2018,,,,
Ares,Y,CA,800,1992,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,112,2018,N,,,http://www.arescorporation.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,PrivCo (www.privco.com),
Ares Management,Y,NY,1200,1997,,Michael Arougheti,,,ARES,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,,,,,12,Y,1765.438,2019,N,,,https://www.aresmgmt.com/,See Convirgent Technologies ,,,FactSet,
Argyle Percision (formerly Peterson Detention Inc (PDI)),Y,CA,,,2008,,,Argyle Security,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,Y,,Acquired by Argyle Security in 2008 as part of three company acquisition for $14 M,http://www.pdidet.com/,See website,,,,https://www.businesswire.com/news/home/20080108005533/en/Argyle-Security-Continues-Integrated-Strategic-Buildup-Announcement
Argyle Security (formerly ISI Security),Y,TX,243,1990,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,38.7,2017,N,,,http://www.isisecurity.com/,http://www.isisecurity.com/markets/detention/,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,
Aristotle Capital Management,Y,CA,119,,,,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,Y,,,N,,,https://www.aristotlecap.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,,,,
ARKRAY USA,Y,MN,220,1969,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,120,2018,N,,,https://www.arkrayusa.com/,http://ajaproductserviceresource.com/,,,PrivCo (www.privco.com),
Armament Systems & Procedures,Y,WI,,1976,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,N,,,https://www.asp-USA.com/,See website,,,,
Armko Industries,Y,TX,,1983,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,N,,,http://www.armko.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,,,,
Armor Correctional Health Services,N,FL,1800,2004,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Healthcare,Mental Health Services,Y,,,,190,2018,Y,184500,,http://www.armorcorrectional.com/,See website,https://worthrises.org/immigration,,PrivCo (www.privco.com),
Armor Holdings,N,FL,,1996,2007,,,BAE Systems,BA-GB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,,,,,15,Y,,,Y,,Acquired by BAE Systems in 2007 for $4.1B,,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,,,,https://www.businesswire.com/news/home/20070731006088/en/BAE-Systems-Completes-Acquisition-Armor-Holdings
Armorpur,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.armorpur.com/,https://www.armorpur.com/aboutus.sc,,,,
Armortex,Y,TX,,1980,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Equipment,,,,,,,,,N,,,https://www.armortex.com/,https://www.armortex.com/about/,,,,
Arms Acres,Y,NY,,1982,,,,,,Tier 4 - Small Privately-Owned,Community Corrections,Outpatient Programs,Healthcare,Substance Abuse Treatment,,,,,,,N,,,http://www.armsacres.com/,NYS DOCCS Spending,,,,
Arnamy,Y,FL,,2007,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,N,,,https://www.arnamy.com/,FL DOC Spending,,,,
Arnold Oil Company Of Austin,Y,TX,360,1977,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,550,2018,N,,,http://www.arnoldoil.com/,TDCJ Spending,,,PrivCo (www.privco.com),
Arnot Medical Services,Y,NY,,,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,N,,,https://www.arnothealth.org/,NYS DOCCS Spending,,,,
Arrington Watkins,Y,AZ,,1994,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,N,,,http://www.awarch.com/,http://www.awarch.com/portfolio/public-safety/law-enforcement-stations/,,,,
Arrow Electronics,Y,CO,20100,1935,,Michael J. .Long,,,ARW,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,9,,28665.232,2019,N,,,https://www.fiveyearsout.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,FactSet,
Arrow Restaurant Equipment,Y,CA,,1980,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,N,,,http://www.arrowreste.com/,http://www.arrowreste.com/aboutus.asp,,,,
ARS Aleut Construction,Y,VA,,2013,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,Y,,,,,,N,,,https://www.arsaleutconstruction.com/,,GovSpend,,,
Arsenal Capital Partners,Y,NY,,2000,,Jeff Oravitz,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,,,12,Y,,,N,,,https://www.arsenalcapital.com/,See Cyalume Technologies,,,,
Artec Group,Y,FL,,1991,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,N,,,http://theartecgroup.com/,http://ajaproductserviceresource.com/,,,,
Art's Way Manufacturing,Y,IA,88,1956,,Carrie Gunnerson,,,ARTW,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,22.889,2019,N,,,http://www.artsway-mfg.com/,See Art's Way Scientific,,,FactSet,
Art's Way Scientific,Y,IA,118,1956,,,,Art's Way Manufacturing,ARTW,Tier 1b - Publicly Traded - Other,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,,,N,,Created as specialty subsidiary,http://www.artsway-scientific.com/,http://www.itemonline.com/news/local_news/tdcj-pigs-but-not-inmates-get-air-conditioning/article_7127cd-391e-52bc-9ad1-abd19f233184.html,,,,www.artsway-mfg.com/press_release_20130702/
Arwood Waste,Y,FL,,1984,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,N,,,http://www.arwoodwaste.com/,http://www.dc.state.fl.us/business/contracts/,,,,
Ascend Homecare,Y,NJ,,1995,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,,,,,,,,,N,,,http://www.ascendhealth.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,,
Asel Art Supply,Y,TX,80,1951,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,42,2018,N,,,http://www.aselart.com/,TDCJ Spending,,,PrivCo (www.privco.com),
Ashby Associates Software,Y,AZ,,1999,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,http://www.ashbyassociatessoftware.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,,
Ashley Worldwide,Y,IN,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=A90ADA&Tab=1,,,,
ASI Storage Solutions,Y,TX,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://asistorage.com/,https://asistorage.com/featured-projects/,,,,
Aspect Technology & Equipment,Y,TX,,1991,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,,,N,,,http://aspecttechnology.com/,http://ajaproductserviceresource.com/,,,,
Aspen Education Group,Y,CA,,1997,2015,,,Acadia Healthcare/CRC Health Corporation,ACHC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,Residential Programs,Programs & Labor,"Education Services, Materials, & Technology",,,12,Y,150,2006,N,,Acquired by CRC in 2006 for $280 M; Acquired by Acadia as part of CRC Healthcare in 2015 for $1.18 B,http://aspeneducation.crchealth.com/,See website,,,https://venturebeat.com/2006/10/02/crc-health-buys-education-assistance-co-aspen-education/,http://www.bendbulletin.com/slideshows/1548417-151/ever-unconventional-long-controversial
Assa Abloy,Y,Sweden,47500,1994,,Nico Delvaux,,,ASSA.B-SE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,14,Y,9763.77,2019,N,,Financials converted from SEK,https://www.assaabloy.com/,"See Ceco Door, Security Metal, Fleming",,,FactSet,https://www.assaabloy.com/Global/Investors/Annual-Report/2019/EN/Annual%20report%202019.pdf
Asset Protection and Security Services,Y,TX,850,1994,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,Y,,,,130,2018,N,,,https://www.asset-security-pro.com/,,https://www.usaspending.gov/#/award/23822640,,PrivCo (www.privco.com),
AssetWorks,Y,PA,,1991,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,N,,,https://www.assetworks.com/,TDCJ Spending,,,,
Assured Guaranty,Y,Bermuda,,,,Dominic J. Frederico,,,AGO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Equity/Debt Investor,,,,,13,Y,921,2019,N,,,http://assuredguaranty.com/,See BlueMountain Capital,,,FactSet,
Asurea Insurance Services,Y,CA,,1994,,,,,,Tier 4 - Small Privately-Owned,Financial Services,Other,,,,,,,,,N,,Law enforcement retirement plans,https://www.asurea.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,,,,
At Your Service Heating & Cooling,Y,MD,,2013,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,Y,,,,,,N,,,https://aysheatandcool.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,,
AT&T,Y,TX,252000,1983,,Randall Stephenson,,,T,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,,,Y,,9,,181265,2019,N,,Exited prison telephone market when it sold National Public Market to GTL/Gores in 2005 (ran from 1998),https://www.att.com/,https://www.corp.att.com/public-safety/,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,FactSet,http://www.gores.com/pressreleases/gores-technology-group-llc-acquires-national-public-markets-from-att-corporation/
ATC Healthcare Services,Y,NY,1200,1982,,,,,,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,Personnel,Third Party Staffing,,,,,72,2018,N,,,https://atchealthcare.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,,,PrivCo (www.privco.com),
ATD Capitol,Y,PA,,1931,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,Y,,,,,N,,"Recent merger of ATD-American, AdirondackDirect, and Capitol Supply ",https://www.atd.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004188-T.pdf,,See corrections source,,https://www.atd-american.com/correctional
Athena Advanced Networks,Y,OR,,2010,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,N,,,http://www.athenaadvancednetworks.com/,http://www.athenaadvancednetworks.com/our-clients/,,,,
Atkinson Candy,Y,TX,250,2010,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,43,2018,N,,,https://atkinsoncandy.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,,,PrivCo (www.privco.com),
Atkore International,Y,IL,,2010,,William E. Waltz,,,ATKR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,,,,,6,,1916.538,2019,N,,,http://www.atkore.com/,http://www.razorribbon.com/,,,FactSet,
